Hotel Name,Location,Rating,Review Score,Number of Reviews,Room Score,Room Type,Bed Type,Room Price(THB)
See Through Resort Haad Yao,Haad Yao,7.9,Good,187,9.0,Deluxe Double or Twin Room with Pool View,1 double or 2 twins,1870
Thosawan Resort ?????? ???????,Khong Chiam,8.4,Very Good,64,8.6,Deluxe Room,1 king bed,425
Siam Bay Resort,"Kai Bae Beach, Ko Chang",8.2,Very Good,532,8.1,Villa with Sea View,1 queen bed,1962
Dheva Mantra Resort - SHA,Kanchanaburi City,7.9,Good,602,8.2,Deluxe Double or Twin Room with River View,1 double or 2 twins,2253
Alina Grande Hotel & Resort,"White Sand Beach, Ko Chang",8.0,Very Good,209,8.1,Deluxe Queen Room with Two Queen Beds,2 full beds,503
U Nimman Chiang Mai,"Nimmanhaemin, Chiang Mai",8.9,Excellent,510,9.3,Premium Deluxe (24 Hours Use of Room),Multiple bed types,2284
Natee The Riverfront Hotel Kanchanaburi,Kanchanaburi City,8.4,Very Good,513,8.8,Deluxe Double or Twin Room with River View,1 full bed,3306
The View Chiang Dao Hotel,Chiang Dao,9.8,Exceptional,5,10.0,Standard King Room,1 king bed,414
Moon River Resort Phimai,Phimai,8.2,Very Good,106,8.2,Bungalow - Water Front,1 queen bed,402
Lanta Fa Rung Beach Resort,"Klong Khong Beach, Ko Lanta",9.2,Wonderful,364,9.2,Bungalow with Fan,1 king bed,344
dusitD2 Hua Hin - SHA Extra Plus,Hua Hin,8.8,Excellent,553,9.3,Deluxe Hillside King Room,1 king bed,1526
Sabai Sabai Sukhothai - SHA PLUS,Ban Khlong Krachong,8.2,Very Good,41,8.7,Superior Double or Twin Room,1 full bed,1106
Rustic River Boutique,"Chang Moi, Chiang Mai",8.7,Excellent,155,9.1,Superior Twin Room,2 twin beds,457
Impress Resort,Thalang,8.4,Very Good,73,8.8,Deluxe Double or Twin Room,"3 beds (2 twins, 1 queen)",962
At Pingnakorn Hotel,"Nimmanhaemin, Chiang Mai",8.9,Excellent,226,9.3,Deluxe Double Room,1 king bed,1181
The Village Coconut Island Beach Resort - SHA Extra Plus,Phuket,8.0,Very Good,1481,8.4,Deluxe Twin Suite,2 twin beds,3094
Arden Hotel and Residence by At Mind,Pattaya,8.6,Excellent,1112,8.9,Deluxe Double or Twin Room with Pool View,1 double or 2 twins,1758
Riva Surya Bangkok - SHA Extra Plus,"Khaosan, Bangkok",8.9,Excellent,721,9.4,Deluxe Double or Twin Room with River View and Balcony,1 double or 2 twins,3963
The MACEO Hotel,Nong Khai,8.4,Very Good,52,8.8,Standard Double Room,1 queen bed,1689
Eastin Grand Hotel Sathorn,"Sathorn, Bangkok",9.2,Wonderful,3367,9.6,Superior Sky Double or Twin Room,Multiple bed types,2914
Pruksa Garden Hotel,Phu Wiang,8.4,Very Good,63,8.5,VIP Double Room,1 full bed,466
Thongtakian Resort,"Thong Takian, Lamai",9.0,Wonderful,308,9.0,Superior Double Room,1 full bed,1012
The Original Orange Hotel,Nakhon Si Thammarat,8.4,Very Good,160,8.6,Deluxe Double or Twin Room,1 double or 2 twins,495
Khaolak Merlin Resort - SHA Extra Plus,"Khao Lak Beach, Khao Lak",8.9,Excellent,355,9.3,Deluxe Double or Twin Room,1 king bed,2585
The Hotspring Beach Resort & Spa - SHA Extra Plus,Natai Beach,7.9,Good,97,8.1,Deluxe Twin Room,2 twin beds,1630
BCP Hotel,Ban Chang,7.4,Good,53,8.1,Superior Double Room,1 full bed,523
Pakasai Resort - SHA Extra plus,Ao Nang Beach,8.3,Very Good,772,8.4,Deluxe Double or Twin Room,1 double or 2 twins,1601
Baan Haad Ngam Boutique Resort - SHA Extra Plus,"Chaweng Beachfront, Chaweng",8.2,Very Good,508,8.4,Superior Garden Room with One-way Airport Transfer,"3 beds (2 twins, 1 queen)",2763
Phumektawan ?????????? Hotel&Restaurant,Mae Salong,8.4,Very Good,102,8.6,King Suite,1 king bed,1048
Amari Hua Hin,"Khao Takiab, Hua Hin",8.5,Very Good,696,9.0,Club One Bedroom Suite Pool View,1 king bed,6041
"Sheraton Grande Sukhumvit, a Luxury Collection Hotel, Bangkok","Khlong Toei, Bangkok",9.2,Wonderful,1270,9.6,Luxury King Room,1 king bed,5856
?????? ????? Pillow Inn Hotel,Ban Khao Hin Son,8.7,Excellent,3,8.3,Standard Double Room,1 king bed,437
Nakakiri Resort & Spa,Hin Dat,6.7,Review score,90,9.0,Floating Room,1 double or 2 twins,604
Zing Resort & Spa,"Dongtan Beach, Pattaya South",8.2,Very Good,636,8.6,Pool Suite,1 queen bed,1401
Anantara Hua Hin Resort - SHA Certified,Hua Hin,8.8,Excellent,493,9.2,Junior Lagoon View Suite,1 king bed,4280
Avarin Resort,Pak Chong,8.7,Excellent,225,9.0,Standard King Room,1 king bed,716
Bluerama - Adults Only,Haad Pleayleam,7.3,Good,291,9.0,Double Room with Balcony and Sea View,1 queen bed,2710
ibis Styles Chiang Mai,"Chang Phueak, Chiang Mai",8.2,Very Good,374,8.4,Standard Double Room,1 queen bed,529
Kokotel Pattaya South Beach,Pattaya,7.9,Good,1082,8.3,Superior Twin Room,2 twin beds,645
"VIE Hotel Bangkok, MGallery","Pratunam, Bangkok",8.7,Excellent,664,9.1,Deluxe Twin Room,2 twin beds,2470
Khaosok Bamboo Huts Resort,Khao Sok National Park,8.5,Very Good,347,8.5,Standard Double Room with Fan,1 full bed,524
Radisson Suites Bangkok Sukhumvit - SHA Extra Plus,"Wattana, Bangkok",7.9,Good,786,8.4,Deluxe Room,1 king bed,1709
Chanathinat Place,Udon Thani,7.5,Good,344,9.0,Double Room with Balcony,1 full bed,262
iSanook Resort & Suites Hua Hin - SHA Plus Certified,"Khao Takiab, Hua Hin",8.7,Excellent,637,9.3,Suite Pool View,Multiple bed types,2154
Phuket Orchid Resort and Spa - SHA Extra Plus,Karon Beach,7.8,Good,515,9.0,Deluxe Room,1 double or 2 twins,2352
Cross Vibe Bangkok Sukhumvit - formerly X2 Vibe Bangkok Sukhumvit - SHA Plus,"Khlong Toei, Bangkok",8.2,Very Good,450,8.7,One-Bedroom Suite,1 full bed,1563
Parichat Ban Dung Hotel,Ban Dung,7.8,Good,21,9.0,Double Room,1 king bed,437
Solitaire Bangkok Sukhumvit 11,"Wattana, Bangkok",8.0,Very Good,1899,8.3,Grand Deluxe Double,1 queen bed,2343
Ramada Resort by Wyndham Khao Lak - SHA Plus Extra,"Bang Niang Beach, Khao Lak",9.0,Wonderful,257,9.3,Ocean Front Villa,1 king bed,5711
????????????????? ???????????,Ban Muang Baeng,8.5,Very Good,8,8.8,Economy Quadruple Room with Shared Bathroom,"2 beds (1 bunk bed, 1 queen)",794
Destination Resorts Phuket Surin Beach - SHA Extra Plus,Surin Beach,6.7,Review score,397,9.0,Superior King Room,1 king bed,1342
The One Residence,Udon Thani,8.0,Very Good,189,8.2,Superior King Room,1 queen bed,314
Avani+ Hua Hin Resort,Cha Am,8.5,Very Good,153,8.7,AVANI Pool Villa with Club Lounge Access,1 king bed,7233
Baanfai Guesthouse Chiangkhong,Chiang Khong,8.0,Very Good,127,8.2,Standard Double Room with Air Conditioning,1 full bed,291
Le Vernissage @ Goad Avadhess Hospitality,Pattaya,7.2,Good,6,9.0,Budget Double or Twin Room,2 twin beds,520
Aukotan Place,"Chalok Baan Kao, Ko Tao",8.6,Excellent,311,8.9,Superior Double Room,1 full bed,599
Avani Ao Nang Cliff Krabi Resort - SHA Extra Plus,Ao Nang Beach,8.3,Very Good,365,8.7,AVANI Room,1 double or 2 twins,1574
Selina Serenity Rawai Phuket,Rawai Beach,8.0,Very Good,182,8.6,Cabana,1 full bed,1521
Sareeraya Villas & Suites - SHA Extra Plus,"Chaweng Beachfront, Chaweng",8.6,Excellent,185,9.1,Luxury Suite,1 king bed,3759
100 Islands Resort & Spa,Suratthani,7.9,Good,136,8.2,Superior Double or Twin Room,Multiple bed types,524
Furama Chiang Mai,"Chang Phueak, Chiang Mai",7.6,Good,375,9.0,Superior Double or Twin Room,Multiple bed types,801
Melia Chiang Mai,"Chang Moi, Chiang Mai",9.0,Wonderful,336,9.4,Meliá Room,1 double or 2 twins,1838
Pinnacle Samui Resort SHA Plus,Mae Nam,8.1,Very Good,341,8.3,Hotel Room,1 queen bed,1081
Veranda Resort & Villas Hua Hin Cha Am,Cha Am,8.3,Very Good,195,8.7,Pool King Suite with Private Pool,1 king bed,3544
Pullman Bangkok King Power,"Pratunam, Bangkok",8.8,Excellent,997,9.2,Executive Double Room with Executive Lounge Access,1 king bed,4085
Stay Inn Nathon Samui,Nathon,8.1,Very Good,248,8.5,Deluxe Double Room with Side Sea View,1 full bed,576
Riverhouse Resort,Mae Sariang,7.9,Good,96,8.0,Double Room,1 queen bed,873
Park Plaza Sukhumvit Bangkok,"Khlong Toei, Bangkok",8.0,Very Good,997,8.6,Superior Double or Twin Room,1 double or 2 twins,1532
?????????????????? RuenRomMai Resort,Ban Klang Mun,9.0,Wonderful,6,8.3,One-Bedroom House,1 full bed,322
Sinkiat Thani Hotel,Satun,7.2,Good,56,9.0,Standard Double or Twin Room,1 double or 2 twins,460
Little Paradise Haad Rin Koh Phangan,"Haad Rin Nok, Haad Rin",8.3,Very Good,321,8.4,Twin Room with Balcony,2 twin beds,1496
Livotel Hotel Lat Phrao Bangkok,Bangkok,7.1,Good,575,9.0,Superior Double Room,1 king bed,378
Nice Beach Resort Koh Pha-ngan,Thong Nai Pan Yai,8.6,Excellent,238,8.5,Family Room (4 Adults),2 queen beds,996
Chedi Home -SHA Extra Plus,"Si Phum, Chiang Mai",8.7,Excellent,479,8.9,Standard Double Room,1 king bed,603
Home Phang-Nga Guesthouse,Phangnga,9.1,Wonderful,182,9.2,Standard Double Room,1 king bed,524
Suankaew Art Cottage,Ban Tha Sai,8.0,Very Good,40,9.0,Studio with Balcony,1 king bed,787
Melati Beach Resort & Spa - SHA Extra Plus Certified,Choeng Mon Beach,8.3,Very Good,252,8.9,Grand Deluxe Double or Twin Room,Multiple bed types,3771
B Space Residence,Nong Prue,8.1,Very Good,91,8.3,Standard Double Room,1 queen bed,392
????????? ????? ??????? Sohground Boutique Resort,Prakhon Chai,7.2,Good,18,9.0,Standard King Room,1 king bed,291
La Ong Lay,"Aow Yai Beach, Ko Phayam",7.9,Good,66,9.0,Wooden Bungalow with Fan Partial Seaview,1 king bed,1456
Terre Terrace Glamping - Doichang,Ban Huai Khai,8.0,Very Good,24,8.0,Bungalow,1 twin bed,378
Chura Samui - SHA Plus,"Chaweng Beachfront, Chaweng",8.2,Very Good,569,8.7,Grand Deluxe Double or Twin Room,Multiple bed types,1472
2 Feel Bed Station,Udon Thani,8.4,Very Good,323,8.7,Modern Double Room,1 queen bed,460
Travelodge Nimman,Chiang Mai,9.3,Wonderful,35,9.5,Superior,Multiple bed types,836
Tea Tree Boutique Resort,Rawai Beach,8.9,Excellent,90,9.1,Deluxe Double Room with Balcony,1 king bed,873
At Samui Haus,Lipa Noi,8.2,Very Good,161,8.4,Superior Garden Room,1 queen bed,1064
Baan Duangkaew Resort SHA Extra Plus,"Khao Takiab, Hua Hin",8.7,Excellent,139,9.2,Deluxe Room,1 king bed,1799
BelAire Bangkok Sukhumvit - SHA Extra Plus,"Wattana, Bangkok",7.9,Good,986,8.1,Special Offer  Deluxe Double or Twin,Multiple bed types,1352
BB Mantra Boutique Hotel,"Si Phum, Chiang Mai",8.6,Excellent,365,8.8,Superior room with Street View (No balcony),Multiple bed types,817
The Moon Night Hotel,"Khaosan, Bangkok",7.9,Good,138,8.0,Family Room,2 twin beds,991
Areeya Resort,Watthana Nakhon,8.9,Excellent,35,9.2,Superior Bungalow,1 full bed,367
Baanfah Resort Samui,Mae Nam,8.5,Very Good,290,8.9,Superior Double or Twin Room with Garden View,1 double or 2 twins,1121
"The Briza Beach Resort, Samui - SHA Plus","Chaweng Beachfront, Chaweng",7.2,Good,624,9.0,Deluxe Double Room with Balcony,1 king bed,1601
The Moonlight Resort,Ban Chang,8.3,Very Good,44,8.8,Economy Double Room,1 full bed,341
Maraya Hotel & Resort -SHA Plus,"Chiang Mai Riverside, Chiang Mai",8.5,Very Good,41,8.9,Pool Deluxe,1 double or 2 twins,1262
Tungtong Beach Villas,Ban Khao Khwang (2),8.5,Very Good,52,9.3,Deluxe Queen Room with Two Queen Beds - Garden View,2 queen beds,2903
Anmol Hotel Thai Smile Group,Pattaya,8.1,Very Good,59,8.2,Deluxe Double or Twin Room with Balcony,1 double or 2 twins,333
The Neuf@Ratchada,"Ratchadaphisek, Ban Na Song",8.8,Excellent,332,9.2,King Room,1 king bed,672
The Contrast i Hotel,Pluak Daeng,7.6,Good,31,9.0,Standard Twin Room,2 twin beds,1310
Pongsakorn Boutique Resort -SHA Extra Plus,Lat Krabang,7.6,Good,745,9.0,Superior King Room,1 king bed,518
Pullman Khao Lak Resort,Khao Lak,8.2,Very Good,113,8.9,Deluxe King or Twin Room with Pool View,Multiple bed types,1063
The Mangrove by Blu Monkey Phuket - SHA Extra Plus,Panwa Beach,8.3,Very Good,414,8.9,"Studio Villa with Garden View Free Kayak, Paddle Board and Playground",1 double or 2 twins,1951
Mee Place,Amphoe Kumphawapi,8.3,Very Good,21,8.3,Standard Double Room,1 king bed,344
Coral View Resort,Ko Tao,8.5,Very Good,270,8.7,Hillside Cabin with Air Conditioning,1 full bed,1167
POR Santitham,"Si Phum, Chiang Mai",8.4,Very Good,499,8.6,Double Room,1 king bed,792
Beyond Resort Khaolak - SHA Plus,"Bangsak Beach, Khao Lak",8.4,Very Good,87,8.6,Villa Garden,1 king bed,2723
Had Lamae Resort,Ban Pak Nam Lamae (1),6.8,Review score,46,9.0,Standard Double or Twin Room,1 twin bed,524
Banbua Grand Udon,Udon Thani,8.8,Excellent,329,9.2,Superior Queen Room,1 full bed,765
??????????????,Ban Nong Ko,8.0,,545,9.0,Deluxe King Room,1 king bed,413
Paradox Resort Phuket - SHA Plus,Karon Beach,8.2,Very Good,325,8.8,Superior Twin Room,2 twin beds,2273
??????? ???? ????? ???????,Tha Kradan,7.6,Good,14,8.2,Queen Suite with Spa Bath,1 queen bed,3061
Citrus Sukhumvit 13 Nana Bangkok by Compass Hospitality,"Wattana, Bangkok",7.3,Good,927,9.0,Superior Room,Multiple bed types,834
Home of River Kwai,Kanchanaburi City,9.5,Exceptional,569,9.6,Standard Twin Room with Shared Bathroom,4 twin beds,250
Baan Nilrath Hotel - SHA Extra Plus,Hua Hin,8.6,Excellent,263,8.9,Superior Double Room,1 queen bed,931
Kokotel Krabi Oasis,Ao Nang Beach,8.4,Very Good,590,9.0,Deluxe Twin Room,2 twin beds,514
Nap In Fest,"Fa Ham, Chiang Mai",8.6,Excellent,165,8.9,Deluxe Double Room,1 full bed,646
Baan Laimai Beach Resort & Spa - SHA Extra Plus,Patong Beach,8.1,Very Good,2351,8.5,Superior Double or Twin Room - No View,1 double or 2 twins,3266
ibis Chiang Mai Nimman Journeyhub,"Chang Phueak, Chiang Mai",8.8,Excellent,36,9.3,Standard Double Room,1 full bed,586
Riverside Palm Resort - Surat Thani,Ban Bang Pho,8.6,Excellent,26,8.8,Bungalow,1 king bed,314
Promma Farm Resort,Ban Tat Ton (1),8.2,Very Good,13,8.5,Queen Room with Garden View,1 king bed,378
Barali Beach Resort & Spa,"Klong Prao Beach, Ko Chang",8.1,Very Good,338,8.4,Premier Deluxe Villa,"2 beds (1 sofa bed, 1 queen)",1948
Bangkok Marriott Hotel Sukhumvit,"Wattana, Bangkok",8.6,Excellent,1293,9.1,Deluxe Room with King Bed,1 king bed,3606
Villa The Wave,Amphoe Koksamui,8.8,Excellent,5,8.5,Three-Bedroom Villa,"4 beds (2 twins, 2 queens)",6063
"Koh Jum Beach Villas ""A member of Secret Retreats""",Ko Jum,9.6,Exceptional,26,9.9,Deluxe Villa,3 king beds,12140
SR Residence Hotel,Phetchabun,8.3,Very Good,173,8.6,Standard Double or Twin Room,1 queen bed,699
"Paradise Beach Resort, Koh Samui - SHA Extra Plus",Mae Nam,8.3,Very Good,227,8.7,Grand Deluxe Double Room,1 king bed,2358
Pavilion Samui Villas and Resort - SHA Extra Plus,Lamai,8.5,Very Good,281,8.7,Deluxe Double Room with Balcony,Multiple bed types,2653
Riverside House Hotel SHA Extra Plus,"Chang Moi, Chiang Mai",8.6,Excellent,183,8.7,Deluxe Plus with Balcony,1 double or 2 twins,734
YYK Homestay,Ban Khlong Krang,6.8,Review score,26,9.0,Four-Bedroom House,"5 beds (2 twins, 2 fulls, 1 sofa bed)",1336
Aster Hotel and Residence by At Mind,Pattaya,8.8,Excellent,480,9.1,New Deluxe Room,1 queen bed,1346
Life Hotel Rong Khun,Ban Mai,8.4,Very Good,27,8.4,Queen Room,1 queen bed,442
The Areaac,Ban Chomphu,8.2,Very Good,17,8.1,Standard Double Room,1 full bed,378
Phuphet Hill Resort,Phu Ruea,7.6,Good,54,9.0,Double or Twin Room with View,"2 beds (1 twin, 1 queen)",408
OYO 75397 Is Am Are Stay Boutique,Ratchaburi,8.9,Excellent,88,9.1,Deluxe King Room,1 king bed,463
Mut Mee Garden Guest House,Nong Khai,8.3,Very Good,384,8.3,Double or Twin Room with Shared Bathroom,1 double or 2 twins,227
Mercure Chiang Mai,"Si Phum, Chiang Mai",7.9,Good,162,8.4,Standard King Room,1 king bed,651
Lotus Pang Suan Kaew Hotel,Chiang Mai,7.3,Good,394,9.0,Superior Twin Room,2 twin beds,653
Ailay,"Aow Yai Beach, Ko Phayam",8.7,Excellent,52,8.7,Deluxe Double Room with Partial Sea View,1 king bed,2038
Bor Saen Pool Villa,Bor Saen,8.5,Very Good,221,8.5,One-Bedroom Villa with Private Pool,1 queen bed,2524
Apsara Beachfront Resort & Villa - SHA Extra Plus,"Laem Pakarang Beach, Khao Lak",8.7,Excellent,380,9.0,Superior Double or Twin Room,1 double or 2 twins,2342
The Elysium Pra?umnak Pattaya - By SHG,Pattaya South,9.1,Wonderful,44,9.5,Executive Suite,1 king bed,2038
Le Resort and Villas,Rawai Beach,8.9,Excellent,478,9.3,Deluxe Twin Room,2 twin beds,1192
Chi Art Series Hotel Bangkok,"Khlong Toei, Bangkok",9.2,Wonderful,345,9.7,Superior Double or Twin Room with City View,1 double or 2 twins,1867
Khao Sok Tree House Resort,Khao Sok National Park,8.5,Very Good,169,8.3,Standard Bungalow,1 full bed,1048
Cinnamon Beach Villas,"Thong Takian, Lamai",8.0,Very Good,300,8.4,Bungalow with Sea View,1 full bed,932
DOO KHAO,Ban Chong Tako,7.5,Good,2,8.8,Standard Queen Room,1 twin bed,371
Montien House - SHA Plus,"Chaweng City Center , Chaweng",8.0,Very Good,674,8.3,Superior Room with Garden View,Multiple bed types,1340
Chala Number6,"Si Phum, Chiang Mai",8.9,Excellent,301,9.5,Deluxe Twin Room,2 twin beds,3843
Hyatt Place Bangkok Sukhumvit - SHA Extra Plus Certified,"Khlong Toei, Bangkok",8.4,Very Good,345,9.0,Standard King no Sofa Bed,1 king bed,2055
The Lamai Samui - formerly Le Méridien Koh Samui Resort & Spa - SHA Extra Plus,"Thong Takian, Lamai",8.9,Excellent,521,9.4,Deluxe Suite - The Veranda,1 full bed,4518
Touch the Wind,Chaiyaphum,9.3,Wonderful,35,9.2,Deluxe Double Room with Balcony,1 queen bed,506
Moose Hotel Chiangmai,"Wat Ket, Chiang Mai",8.8,Excellent,210,9.2,Deluxe Double Room,1 king bed,1258
G Residence,Pattaya South,8.7,Excellent,439,8.8,Studio with Balcony,1 king bed,650
?????????????????,Sichon,9.1,Wonderful,91,9.2,Standard Double Room,1 king bed,650
Hyde Park Chiangmai,Chiang Mai,8.8,Excellent,519,9.2,Deluxe Park View,1 double or 2 twins,976
Sandalwood Luxury Villa Resort - SHA Extra Plus,Lamai,8.9,Excellent,246,9.2,One-Bedroom Suite with Spa Bath,1 king bed,2173
Thai House Beach Resort,Lamai,8.0,Very Good,118,8.1,Standard Classic Double or Twin Room,1 double or 2 twins,1920
Koh Jum Delight Beach,Ko Jum,8.5,Very Good,100,8.6,Standard Double Room with Fan,1 full bed,1048
Theatre Residence,"Riverside, Bangkok",8.7,Excellent,793,9.2,Deluxe Room,Multiple bed types,1778
Marvin Suites Hotel,"Sathorn, Bangkok",8.3,Very Good,362,8.6,Deluxe Studio,1 full bed,521
Chada Mantra Hotel,"Si Phum, Chiang Mai",8.9,Excellent,788,9.1,Superior Double or Twin Room,1 king bed,884
The Chill House,Ban Wang Khanai,7.7,Good,29,8.4,Deluxe Room (2 Adults + 1 Child),1 king bed,356
Siamgrand Hotel,Udon Thani,8.2,Very Good,179,8.7,Superior King Room,1 king bed,640
Centara Grand at Central Plaza Ladprao Bangkok,"Chatuchak, Bangkok",8.6,Excellent,562,8.9,Deluxe Twin Room,2 twin beds,2002
De Lit,Ubon Ratchathani,8.4,Very Good,197,8.2,Standard King Room,1 king bed,723
Mariya Boutique Hotel At Suvarnabhumi Airport,Lat Krabang,8.0,Very Good,1051,8.2,Superior Queen Room-Room only-No Airport Transfer,1 queen bed,676
Gold Airport Suites,Lat Krabang,7.1,Good,1376,9.0,Standard Double Room,1 queen bed,552
River Tree Resort,Amphoe Chiang Khan,8.6,Excellent,25,8.6,Junior Suite with Balcony,1 king bed,2239
Maesalong Villa,Mae Salong,7.5,Good,63,9.0,Standard Double Room with Fan,1 full bed,466
The Chic Lipe,Ko Lipe,8.8,Excellent,175,8.9,Double Bed in Mixed Dormitory Room,1 full bed,728
Marrakesh Hua Hin Resort & Spa,Hua Hin,8.4,Very Good,308,8.7,Fountain Pool Suite,1 queen bed,3392
Top North Hotel,"Si Phum, Chiang Mai",7.2,Good,213,9.0,Standard Double or Twin Room,1 double or 2 twins,480
Villa De Khaosan by Chillax - SHA Extra Plus,"Khaosan, Bangkok",8.2,Very Good,1420,8.7,Classic Double Room Street View,1 full bed,1218
Bestiny Hotel & Restaurant Phetchabun,Ban Na Chaliang,7.7,Good,26,8.1,Standard Double Room,1 king bed,483
Ban Ao Thong,Trang,8.4,Very Good,137,8.6,Standard Double Room - No Window,1 queen bed,408
Shama Petchburi 47 Bangkok - Former Amari Residences Bangkok,"Huai Khwang, Bangkok",8.2,Very Good,128,8.4,Junior Suite,"2 beds (1 sofa bed, 1 queen)",2146
Asa Hotel,"Hai Ya, Chiang Mai",9.2,Wonderful,249,9.3,Standard Double Room,1 king bed,897
NornD@Rayong,Ban Khao Yai Chum,9.7,Exceptional,4,10.0,Double Room,1 full bed,629
Pullman Bangkok Grande Sukhumvit,"Wattana, Bangkok",7.2,Good,828,9.0,Premium Deluxe King Room with City View,1 queen bed,2523
House of Sanskara,"Haad Rin Nok, Haad Rin",8.8,Excellent,304,8.6,Bungalow with Garden View,1 king bed,1512
Plaza Huahin,"Hua Hin Night Market, Hua Hin",7.6,Good,612,9.0,Budget Double Room,1 queen bed,319
Radisson Resort and Suites Phuket,Kamala Beach,6.3,Review score,319,9.0,One-Bedroom Suite with Terrace,Unknown,1869
Lamai Coconut Beach Resort,"Lamai City Center, Lamai",8.1,Very Good,376,8.4,Superior - Pool View,1 queen bed,1217
Mida Grande Hotel Dhavaravati Nakhon Pathom - SHA PLUS,Nakhon Pathom,7.9,Good,73,8.5,Deluxe Double or Twin Room,1 double or 2 twins,1308
POSH 41,Salaya,6.7,Review score,117,9.0,Twin Room with Shared Bathroom,1 bunk bed,285
"Holiday Inn Express Bangkok Sathorn, an IHG Hotel - SHA Extra Plus Certified","Bang Rak, Bangkok",8.4,Very Good,894,8.9,Standard Queen Room,1 queen bed,1146
iRabbit Hotel,Prachin Buri,8.6,Excellent,175,9.0,Standard King Room,1 king bed,617
Apartamentos Montenegro en playa Maspalomas,San Bartolomé,9.3,Wonderful,3,10.0,Apartment with Sea View,"2 beds (1 full, 1 sofa bed)",1511
TaCH Madrid Airport,"Barajas, Madrid",8.4,Very Good,6382,8.8,Double or Twin Room with parking included,1 double or 2 twins,3441
Can Digus,Fornells,8.7,Excellent,169,8.6,One-Bedroom Apartment,2 twin beds,1488
Finca Curbelo,Uga,9.3,Wonderful,63,9.5,Apartment with Terrace,1 full bed,4167
Grupotel Monte Feliz,San Agustin,8.0,Very Good,5125,8.2,Two-Bedroom Apartment (2 Adults),"5 beds (4 twins, 1 sofa bed)",1763
Rio Sil Carballo,Carballo,8.9,Excellent,206,9.3,Double Room with Private Bathroom,1 full bed,1535
Hostal Aranda,Peniscola,8.5,Very Good,308,8.6,Double Room with Balcony - First Floor,1 full bed,2021
Apartamentos Playazul,Playa de las Americas,7.4,Good,1986,9.0,Two-Bedroom Apartment,"5 beds (4 twins, 1 sofa bed)",2693
Hotel Rural y SPA Kinedomus Bienestar,Aranda de Duero,8.5,Very Good,100,8.8,Double Room,1 queen bed,2698
Mimosas Suites Banús,"Puerto Banus, Marbella",8.7,Excellent,154,9.1,Two-Bedroom Superior Penthouse with parking and spa,4 twin beds,5893
